Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price_Clean,Region_Type,Make_Origin,Car_Age
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,95000,Riyadh,114996000.0,Urban,Korea,6
GMC,Yukon,2008,Saudi,Black,Standard,5.3,Gas,Automatic,Used,440000,Dammam,114996000.0,Urban,USA,16
Kia,Cerato,2016,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,115000,Riyadh,114996000.0,Urban,Korea,8
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,147008,Jeddah,114996000.0,Urban,Japan,5
Lexus,ES,2008,Other,Black,Full,3.5,Gas,Automatic,Used,206000,Jubail,114996000.0,Urban,Japan,16
Hyundai,Elantra,2014,Saudi,Black,Full,2.0,Gas,Automatic,Used,288051,Riyadh,114996000.0,Urban,Korea,10
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,102000,Dammam,112942500.0,Urban,Korea,7
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,180818,Riyadh,112942500.0,Urban,Korea,7
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,144024,Riyadh,112942500.0,Urban,Korea,7
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,98659,Riyadh,112942500.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,98000,Al-Medina,112942500.0,Urban,Japan,5
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,159626,Dammam,112942500.0,Urban,Korea,8
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,112963,Riyadh,112942500.0,Urban,Japan,5
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,135000,Jeddah,112942500.0,Urban,Korea,7
Kia,Cadenza,2011,Gulf Arabic,White,Full,3.3,Gas,Automatic,Used,334624,Makkah,112942500.0,Urban,Korea,13
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,Used,55531,Riyadh,112942500.0,Urban,China,4
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,72418,Riyadh,112942500.0,Urban,Japan,5
Toyota,Corolla,2015,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,160000,Jeddah,112942500.0,Urban,Japan,9
Chevrolet,Cruze,2015,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,119000,Dammam,112942500.0,Urban,USA,9
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,37644,Riyadh,112942500.0,Urban,China,4
Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,Used,204000,Riyadh,112942500.0,Urban,Japan,9
Nissan,Gloria,1999,Saudi,White,Full,3.0,Gas,Automatic,Used,147500,Riyadh,112942500.0,Urban,Japan,25
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,51419,Jeddah,112942500.0,Urban,USA,5
Renault,Duster,2017,Saudi,White,Standard,2.0,Gas,Automatic,Used,49597,Riyadh,112942500.0,Urban,Europe,7
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,95623,Riyadh,112942500.0,Urban,Japan,5
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,49214,Riyadh,112942500.0,Urban,China,4
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,55526,Riyadh,112942500.0,Urban,Japan,5
Chevrolet,Tahoe,2007,Saudi,Bronze,Semi Full,5.5,Gas,Automatic,Used,450,Jeddah,112942500.0,Urban,USA,17
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,47856,Jeddah,112942500.0,Urban,USA,5
Honda,Other,2009,Saudi,Orange,Full,1.0,Gas,Manual,Used,32743,Jeddah,112942500.0,Urban,Japan,15
Nissan,Datsun,2015,Other,White,Semi Full,2.4,Gas,Manual,Used,108500,Riyadh,112942500.0,Urban,Japan,9
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,71000,Dammam,112942500.0,Urban,Korea,7
Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,Used,26315,Jeddah,112938393.0,Urban,USA,5
Ford,Mustang,2007,Saudi,Red,Full,4.6,Gas,Automatic,Used,195,Makkah,110889000.0,Urban,USA,17
Hyundai,Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,Used,112000,Riyadh,110889000.0,Urban,Korea,7
Nissan,Sunny,2018,Saudi,Brown,Semi Full,1.5,Gas,Automatic,Used,114000,Tabouk,110889000.0,Urban,Japan,6
Hyundai,Sonata,2013,Other,White,Full,1.6,Gas,Automatic,Used,181000,Aseer,110889000.0,Suburban,Korea,11
Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,Used,330000,Riyadh,110889000.0,Urban,USA,16
Isuzu,D-MAX,2007,Saudi,White,Standard,2.5,Diesel,Manual,Used,570000,Dammam,110889000.0,Urban,Japan,17
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,145161,Riyadh,110889000.0,Urban,Japan,7
Chevrolet,Malibu,2014,Saudi,Black,Full,2.6,Gas,Automatic,Used,138,Makkah,110889000.0,Urban,USA,10
Volkswagen,CC,2012,Saudi,Black,Full,2.0,Gas,Automatic,Used,210000,Al-Ahsa,110889000.0,Suburban,Europe,12
Land Rover,Range Rover,2008,Saudi,Black,Full,4.0,Gas,Automatic,Used,300000,Dammam,110889000.0,Urban,Europe,16
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,68000,Riyadh,110889000.0,Urban,Korea,6
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,183000,Riyadh,110889000.0,Urban,Korea,7
Chevrolet,Caprice,2009,Saudi,Black,Standard,3.5,Gas,Automatic,Used,320000,Jeddah,110889000.0,Urban,USA,15
Renault,Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,124000,Dammam,110889000.0,Urban,Europe,7
Kia,Rio,2016,Saudi,Navy,Semi Full,1.4,Gas,Automatic,Used,103000,Jubail,110889000.0,Urban,Korea,8
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Manual,Used,130000,Riyadh,110889000.0,Urban,Korea,6
Hyundai,Sonata,2011,Other,White,Full,2.5,Gas,Automatic,Used,261240,Riyadh,110889000.0,Urban,Korea,13
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,90000,Riyadh,110889000.0,Urban,Korea,6
Chevrolet,Malibu,2015,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,190217,Aseer,110889000.0,Suburban,USA,9
Mercury,Grand Marquis,2011,Saudi,Blue,Semi Full,4.6,Gas,Automatic,Used,300000,Dammam,110889000.0,Urban,USA,13
Chevrolet,Kaptiva,2012,Saudi,Black,Semi Full,1.9,Gas,Automatic,Used,50000,Al-Medina,110889000.0,Urban,USA,12
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,117081,Riyadh,110889000.0,Urban,Japan,6
Hyundai,Elantra,2015,Saudi,Silver,Full,2.0,Gas,Automatic,Used,270000,Jeddah,110889000.0,Urban,Korea,9
Chevrolet,Spark,2020,Saudi,White,Standard,1.4,Gas,Automatic,Used,16000,Riyadh,110889000.0,Urban,USA,4
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,110000,Riyadh,110889000.0,Urban,Korea,7
Chevrolet,Malibu,2015,Saudi,Silver,Semi Full,2.5,Gas,Automatic,Used,176000,Jeddah,110889000.0,Urban,USA,9
Ford,Marquis,2008,Other,Silver,Full,4.6,Gas,Automatic,Used,171000,Riyadh,110889000.0,Urban,USA,16
Toyota,Yaris,2017,Saudi,White,Standard,1.3,Gas,Automatic,Used,100000,Makkah,110889000.0,Urban,Japan,7
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,74000,Riyadh,110889000.0,Urban,Korea,6
Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,170000,Riyadh,110889000.0,Urban,Korea,9
Mazda,BT-50,2015,Saudi,White,Standard,2.5,Gas,Automatic,Used,105000,Riyadh,110889000.0,Urban,Japan,9
Peugeot,5008,2012,Saudi,Red,Standard,1.6,Gas,Automatic,Used,12000,Riyadh,110889000.0,Urban,Europe,12
Toyota,Corolla,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,186000,Al-Medina,110889000.0,Urban,Japan,11
Toyota,Camry,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,180000,Riyadh,110889000.0,Urban,Japan,8
Mazda,3,2015,Other,White,Standard,1.6,Gas,Automatic,Used,74000,Jeddah,110889000.0,Urban,Japan,9
GMC,Yukon,2003,Saudi,Silver,Full,5.3,Gas,Automatic,Used,222000,Riyadh,110889000.0,Urban,USA,21
Nissan,Datsun,2007,Saudi,White,Full,1.6,Gas,Manual,Used,432000,Al-Medina,110889000.0,Urban,Japan,17
Ford,Expedition,2008,Saudi,Blue,Semi Full,5.4,Gas,Automatic,Used,346000,Dammam,110889000.0,Urban,USA,16
Audi,A4,2009,Gulf Arabic,White,Full,1.8,Gas,Automatic,Used,223000,Jeddah,110889000.0,Urban,Europe,15
Mercury,Milan,2010,Other,White,Full,1.4,Gas,Automatic,Used,194,Taef,110889000.0,Suburban,USA,14
Hyundai,Accent,2017,Gulf Arabic,Brown,Standard,1.4,Gas,Automatic,Used,62000,Riyadh,110889000.0,Urban,Korea,7
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,87537,Riyadh,110067600.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,93762,Riyadh,110067600.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,99104,Riyadh,110067600.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,106007,Riyadh,110067600.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,88564,Riyadh,110067600.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,105739,Riyadh,110067600.0,Urban,Japan,5
Kia,Rio,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,272232,Riyadh,108835500.0,Urban,Korea,8
Kia,Rio,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,Used,12000,Dammam,108835500.0,Urban,Korea,7
MG,360,2018,Saudi,Golden,Standard,1.5,Gas,Automatic,Used,50000,Riyadh,108835500.0,Urban,China,6
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,Used,68000,Al-Medina,108835500.0,Urban,Japan,6
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,71913,Riyadh,108835500.0,Urban,Japan,5
Toyota,Yaris,2015,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,193265,Dammam,108835500.0,Urban,Japan,9
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,160,Al-Medina,108835500.0,Urban,Japan,8
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,88795,Riyadh,108835500.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,89136,Riyadh,106782000.0,Urban,Japan,5
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,104688,Riyadh,106782000.0,Urban,Japan,5
Audi,Q7,2007,Saudi,White,Full,7.0,Gas,Automatic,Used,199,Riyadh,106782000.0,Urban,Europe,17
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,96341,Riyadh,106782000.0,Urban,Japan,5
Ford,Fusion,2015,Other,Grey,Semi Full,2.5,Gas,Automatic,Used,400000,Riyadh,106782000.0,Urban,USA,9
Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,168000,Dammam,106782000.0,Urban,Korea,7
Kia,Rio,2017,Other,Black,Standard,1.4,Gas,Automatic,Used,147000,Jeddah,106782000.0,Urban,Korea,7
BMW,The 7,2006,Saudi,Red,Full,2.8,Gas,Automatic,Used,220,Jeddah,106782000.0,Urban,Europe,18
Ford,Taurus,2011,Saudi,Blue,Standard,4.5,Gas,Automatic,Used,301515,Al-Ahsa,106782000.0,Suburban,USA,13
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,105509,Riyadh,106782000.0,Urban,Japan,5
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,133300,Dammam,106782000.0,Urban,Japan,8
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,99000,Dammam,106782000.0,Urban,Japan,6
Renault,Symbol,2020,Saudi,White,Standard,1.6,Gas,Automatic,Used,46505,Riyadh,106782000.0,Urban,Europe,4
Lexus,LS,2002,Saudi,White,Full,4.6,Gas,Automatic,Used,500,Riyadh,106782000.0,Urban,Japan,22
Other,Other,2009,Other,Orange,Standard,2.2,Diesel,Manual,Used,1300,Al-Medina,106782000.0,Urban,Other,15
Chevrolet,Spark,2019,Saudi,White,Semi Full,1.4,Gas,Automatic,Used,58000,Riyadh,106782000.0,Urban,USA,5
Ford,Marquis,2011,Other,Silver,Full,4.0,Gas,Automatic,Used,327000,Al-Medina,106782000.0,Urban,USA,13
Nissan,Juke,2014,Saudi,Grey,Semi Full,1.5,Gas,Automatic,Used,225000,Riyadh,106782000.0,Urban,Japan,10
Nissan,Datsun,2013,Saudi,White,Standard,2.4,Gas,Manual,Used,340,Qassim,106782000.0,Suburban,Japan,11
BMW,The 7,2008,Saudi,Black,Semi Full,3.0,Gas,Automatic,Used,176000,Al-Medina,106782000.0,Urban,Europe,16
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,87775,Riyadh,106782000.0,Urban,Japan,5
Renault,Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,83000,Riyadh,106782000.0,Urban,Europe,7
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,170000,Jeddah,106782000.0,Urban,Korea,7
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,86754,Riyadh,106782000.0,Urban,Japan,5
Renault,Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,124000,Riyadh,106782000.0,Urban,Europe,7
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,98000,Dammam,106782000.0,Urban,Korea,8
Ford,Edge,2011,Other,Black,Semi Full,3.5,Gas,Automatic,Used,260,Jeddah,106782000.0,Urban,USA,13
Ford,Victoria,2010,Saudi,Blue,Semi Full,3.5,Gas,Automatic,Used,280000,Riyadh,106782000.0,Urban,USA,14
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,190000,Dammam,106782000.0,Urban,Japan,8
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,90000,Riyadh,106782000.0,Urban,USA,5
Toyota,Yaris,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,250000,Aseer,106782000.0,Suburban,Japan,7
Hyundai,H1,2013,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,318000,Riyadh,106782000.0,Urban,Korea,11
Renault,Duster,2016,Saudi,Black,Standard,2.0,Gas,Automatic,Used,55000,Riyadh,106782000.0,Urban,Europe,8
Ford,Vego,2017,Saudi,White,Full,1.4,Gas,Automatic,Used,93000,Riyadh,106782000.0,Urban,USA,7
Nissan,Sunny,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,106036,Riyadh,106371300.0,Urban,Japan,6
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,131000,Riyadh,104728500.0,Urban,Korea,7
Renault,Fluence,2015,Saudi,Grey,Semi Full,1.6,Gas,Automatic,Used,116633,Riyadh,104728500.0,Urban,Europe,9
Hyundai,Accent,2015,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,181802,Dammam,104728500.0,Urban,Korea,9
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,90418,Riyadh,104728500.0,Urban,Japan,6
Ford,Expedition,2012,Saudi,White,Semi Full,2.1,Gas,Automatic,Used,215000,Riyadh,104728500.0,Urban,USA,12
Ford,Flex,2012,Saudi,Silver,Semi Full,3.5,Gas,Automatic,Used,282000,Khobar,102675000.0,Urban,USA,12
Ford,Expedition,2007,Saudi,Golden,Semi Full,3.5,Gas,Automatic,Used,241271,Tabouk,102675000.0,Urban,USA,17
Hyundai,Accent,2016,Other,White,Standard,1.4,Gas,Automatic,Used,151000,Jeddah,102675000.0,Urban,Korea,8
Changan,Seven,2020,Other,Silver,Standard,1.4,Gas,Automatic,Used,46000,Aseer,102675000.0,Suburban,China,4
Ford,Explorer,2010,Saudi,Oily,Semi Full,6.0,Gas,Automatic,Used,165000,Khobar,102675000.0,Urban,USA,14
Toyota,Corolla,2011,Saudi,White,Semi Full,1.4,Gas,Automatic,Used,283971,Jeddah,102675000.0,Urban,Japan,13
Hyundai,Other,2012,Saudi,Black,Full,2.4,Gas,Automatic,Used,3330,Aseer,102675000.0,Suburban,Korea,12
Ford,Taurus,2010,Saudi,Grey,Semi Full,4.4,Gas,Automatic,Used,10000,Al-Namas,102675000.0,Suburban,USA,14
Toyota,Corolla,2014,Saudi,White,Standard,1.6,Gas,Automatic,Used,275000,Jeddah,102675000.0,Urban,Japan,10
Nissan,Armada,2009,Gulf Arabic,White,Full,3.2,Gas,Automatic,Used,275475,Riyadh,102675000.0,Urban,Japan,15
Toyota,Yaris,2015,Saudi,White,Standard,1.3,Gas,Automatic,Used,200000,Jeddah,102675000.0,Urban,Japan,9
Toyota,Camry,2007,Saudi,White,Full,2.5,Gas,Automatic,Used,420000,Al-Medina,102675000.0,Urban,Japan,17
Toyota,Camry,2010,Gulf Arabic,Brown,Full,1.8,Gas,Manual,Used,370,Tabouk,102675000.0,Urban,Japan,14
Toyota,Yaris,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,128000,Dammam,102675000.0,Urban,Japan,8
Ford,Flex,2010,Saudi,Silver,Semi Full,4.0,Gas,Automatic,Used,300,Dammam,102675000.0,Urban,USA,14
Lifan,LF X60,2016,Saudi,Red,Full,1.6,Gas,Automatic,Used,128000,Jeddah,102675000.0,Urban,China,8
Jeep,Liberty,2012,Saudi,Black,Full,3.7,Gas,Automatic,Used,128000,Riyadh,102675000.0,Urban,USA,12
Kia,Optima,2015,Saudi,White,Standard,2.4,Gas,Manual,Used,104000,Riyadh,102675000.0,Urban,Korea,9
Honda,Accord,2009,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,Used,235000,Riyadh,102675000.0,Urban,Japan,15
Subaru,Forester,2009,Saudi,Black,Full,2.5,Gas,Automatic,Used,220000,Jeddah,102675000.0,Urban,Japan,15
Toyota,Camry,2010,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,Used,145,Jeddah,102675000.0,Urban,Japan,14
Fiat,Doblo,2015,Saudi,White,Standard,1.4,Gas,Manual,Used,119000,Al-Ahsa,102675000.0,Suburban,Europe,9
Lexus,ES,2007,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,250000,Al-Namas,102675000.0,Suburban,Japan,17
Ford,Expedition,2007,Other,Black,Semi Full,5.4,Gas,Automatic,Used,250000,Riyadh,102675000.0,Urban,USA,17
Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,120000,Arar,102675000.0,Suburban,Korea,9
Hyundai,Veloster,2013,Saudi,Orange,Full,2.0,Gas,Automatic,Used,248000,Riyadh,102675000.0,Urban,Korea,11
Kia,Cerato,2014,Saudi,Silver,Semi Full,1.6,Gas,Automatic,Used,175000,Dammam,102675000.0,Urban,Korea,10
Toyota,Yaris,2016,Other,Silver,Standard,1.5,Gas,Automatic,Used,223000,Jubail,102675000.0,Urban,Japan,8
Jeep,Liberty,2012,Saudi,Silver,Semi Full,3.7,Gas,Automatic,Used,247000,Al-Medina,102675000.0,Urban,USA,12
Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,Used,254000,Riyadh,102675000.0,Urban,Japan,10
Chevrolet,Caprice,2008,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,255000,Dammam,102675000.0,Urban,USA,16
Kia,Cerato,2014,Other,Another Color,Semi Full,1.6,Gas,Automatic,Used,187,Riyadh,102675000.0,Urban,Korea,10
Nissan,Armada,2006,Saudi,Grey,Full,5.6,Gas,Automatic,Used,266000,Jeddah,102675000.0,Urban,Japan,18
Kia,Rio,2016,Saudi,Red,Standard,1.6,Gas,Automatic,Used,80000,Makkah,102675000.0,Urban,Korea,8
Mercedes,E,2008,Other,Navy,Full,3.5,Gas,Automatic,Used,243000,Dammam,102675000.0,Urban,Europe,16
Renault,Dokker,2017,Saudi,White,Standard,1.6,Gas,Manual,Used,80000,Dammam,102675000.0,Urban,Europe,7
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,105499,Riyadh,102675000.0,Urban,Japan,6
Kia,Rio,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,270000,Riyadh,102675000.0,Urban,Korea,8
Kia,Rio,2016,Saudi,Another Color,Standard,1.4,Gas,Automatic,Used,270000,Riyadh,102675000.0,Urban,Korea,8
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,130000,Dammam,102675000.0,Urban,Japan,8
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,178000,Dammam,102675000.0,Urban,Korea,8
Chevrolet,Cruze,2016,Saudi,White,Standard,1.7000000000000002,Gas,Automatic,Used,154000,Riyadh,102675000.0,Urban,USA,8
Hyundai,Sonata,2011,Saudi,Silver,Semi Full,2.4,Gas,Automatic,Used,186000,Jeddah,102675000.0,Urban,Korea,13
Ford,Victoria,2011,Other,Silver,Full,4.6,Gas,Automatic,Used,129000,Dammam,102675000.0,Urban,USA,13
Kia,Cerato,2015,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,Used,141000,Dammam,102675000.0,Urban,Korea,9
Hyundai,Elantra,2015,Other,Blue,Standard,2.0,Gas,Automatic,Used,300,Riyadh,102675000.0,Urban,Korea,9
Ford,Echo Sport,2016,Saudi,Black,Standard,1.5,Gas,Automatic,Used,217000,Riyadh,102675000.0,Urban,USA,8
Toyota,Hilux,2005,Saudi,White,Standard,2.8,Diesel,Manual,Used,533000,Riyadh,102675000.0,Urban,Japan,19
Jeep,Compass,2014,Saudi,Brown,Full,2.4,Gas,Automatic,Used,217000,Jeddah,102675000.0,Urban,USA,10
GMC,Suburban,2005,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,Used,420000,Dammam,102675000.0,Urban,USA,19
Hyundai,Accent,2015,Saudi,White,Semi Full,1.4,Gas,Automatic,Used,105000,Riyadh,102675000.0,Urban,Korea,9
Lexus,ES,2007,Other,Grey,Full,3.5,Gas,Automatic,Used,196000,Jeddah,102675000.0,Urban,Japan,17
Nissan,Sentra,2015,Gulf Arabic,Another Color,Standard,1.5,Gas,Automatic,Used,17100,Jeddah,102675000.0,Urban,Japan,9
Toyota,Hiace,2007,Saudi,White,Standard,2.7,Gas,Manual,Used,230,Jeddah,102675000.0,Urban,Japan,17
Hyundai,Coupe S,2010,Saudi,Grey,Full,3.8,Gas,Automatic,Used,240,Najran,102675000.0,Suburban,Korea,14
Chevrolet,Cruze,2016,Other,Grey,Full,1.6,Gas,Automatic,Used,136000,Jeddah,102675000.0,Urban,USA,8
Ford,Taurus,2010,Saudi,Silver,Semi Full,3.5,Gas,Automatic,Used,337000,Riyadh,102675000.0,Urban,USA,14
Toyota,Corolla,2012,Other,Blue,Standard,1.6,Gas,Automatic,Used,2755,Makkah,102675000.0,Urban,Japan,12
Hyundai,H1,2012,Saudi,Grey,Full,2.4,Gas,Automatic,Used,240,Al-Jouf,102675000.0,Suburban,Korea,12
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,92904,Riyadh,102675000.0,Urban,Japan,6
Land Rover,Range Rover,2006,Saudi,White,Full,4.0,Gas,Automatic,Used,300000,Tabouk,102675000.0,Urban,Europe,18
Mazda,CX7,2010,Saudi,Brown,Full,2.3,Gas,Automatic,Used,170000,Jazan,102675000.0,Suburban,Japan,14
Renault,Symbol,2020,Saudi,White,Standard,1.6,Gas,Automatic,Used,27000,Jeddah,102675000.0,Urban,Europe,4
Peugeot,Partner,2015,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,Used,100000,Dammam,102675000.0,Urban,Europe,9
Toyota,Yaris,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,193000,Dammam,102675000.0,Urban,Japan,9
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,Used,233000,Jubail,102675000.0,Urban,Japan,11
Toyota,Innova,2007,Saudi,Silver,Semi Full,2.7,Gas,Automatic,Used,199800,Jeddah,102675000.0,Urban,Japan,17
Toyota,Camry,2009,Saudi,White,Standard,2.5,Gas,Manual,Used,374000,Al-Ahsa,102675000.0,Suburban,Japan,15
Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,63744,Riyadh,102675000.0,Urban,USA,5
FAW,B50,2016,Saudi,Black,Full,1.4,Gas,Automatic,Used,89000,Jeddah,102675000.0,Urban,China,8
Kia,Cadenza,2012,Saudi,Black,Standard,3.6,Gas,Automatic,Used,147000,Riyadh,102675000.0,Urban,Korea,12
Toyota,Rav4,2011,Saudi,Another Color,Semi Full,1.4,Gas,Manual,Used,135000,Riyadh,102675000.0,Urban,Japan,13
Chrysler,C300,2008,Saudi,Blue,Full,5.7,Gas,Automatic,Used,390000,Riyadh,102675000.0,Urban,USA,16
Nissan,Bus Urvan,2009,Saudi,White,Standard,2.5,Gas,Manual,Used,173000,Dammam,102675000.0,Urban,Japan,15
Ford,Taurus,2012,Saudi,Brown,Standard,3.5,Gas,Automatic,Used,237000,Riyadh,102675000.0,Urban,USA,12
Hyundai,Veloster,2013,Saudi,White,Full,2.0,Gas,Automatic,Used,149675,Jeddah,102675000.0,Urban,Korea,11
Mitsubishi,Attrage,2020,Saudi,Silver,Standard,1.2,Gas,Automatic,Used,15000,Riyadh,102675000.0,Urban,Japan,4
Hyundai,Tucson,2011,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,190000,Jeddah,102675000.0,Urban,Korea,13
Ford,Victoria,2011,Saudi,Navy,Semi Full,4.6,Gas,Automatic,Used,312338,Riyadh,102675000.0,Urban,USA,13
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,133000,Riyadh,102675000.0,Urban,Korea,7
Nissan,Patrol,2004,Saudi,White,Semi Full,4.8,Gas,Manual,Used,350000,Al-Ahsa,102675000.0,Suburban,Japan,20
Mazda,3,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,200000,Riyadh,102675000.0,Urban,Japan,9
Ford,Victoria,2011,Other,Black,Full,4.6,Gas,Automatic,Used,150000,Jeddah,102675000.0,Urban,USA,13
INFINITI,FX,2007,Gulf Arabic,Brown,Full,5.3,Gas,Automatic,Used,170,Jazan,102675000.0,Suburban,Japan,17
Toyota,Camry,2009,Other,White,Full,2.5,Gas,Automatic,Used,350000,Makkah,102675000.0,Urban,Japan,15
